,numero_hab,rue,code_postal,insee,commune,geometry,type
34732,205,205 Rue du Champ du Charme 77320 La Ferté-Gaucher,77320,77182,La Ferté-Gaucher,POINT (3.292792 48.774431),defibrillateurs
34734,9,9 Rue des Tournesols 77130 Cannes-Écluse,77130,77061,Cannes-Écluse,POINT (2.984398 48.359468),defibrillateurs
34735,119,119 Avenue d’Alfortville 94600 Choisy-le-Roi,94600,94022,Choisy-le-Roi,POINT (2.415595 48.775487),defibrillateurs
34736,1,1 Cours des 2 Parcs 77186 Noisiel,77186,77337,Noisiel,POINT (2.613805 48.851984),defibrillateurs
34737,3,3 Route de Villevaude 77270 Villeparisis,77270,77514,Villeparisis,POINT (2.625562 48.936092),defibrillateurs
34738,6,6 Avenue de la Courtillière 77400 Saint-Thibault-des-Vignes,77400,77438,Saint-Thibault-des-Vignes,POINT (2.676533 48.86844),defibrillateurs
34740,34,34 Avenue Georges Clémenceau 94700 Maisons-Alfort,94700,94046,Maisons-Alfort,POINT (2.443416 48.807724),defibrillateurs
34741,3,3 Avenue Champlain 94430 Chennevières-sur-Marne,94430,94019,Chennevières-sur-Marne,POINT (2.560144 48.795995),defibrillateurs
34742,20c,20c Avenue du General de Gaulle 77370 Nangis,77370,77327,Nangis,POINT (3.015265 48.561171),defibrillateurs
34743,33,33 Boulevard John Kennedy 91100 Corbeil-Essonnes,91100,91174,Corbeil-Essonnes,POINT (2.477486 48.591026),defibrillateurs
34744,,Avenue de la Ferme Briarde 77600 Chanteloup-en-Brie,77600,77085,Chanteloup-en-Brie,POINT (2.753027 48.855956),defibrillateurs
34745,80,80 Route Nationale 6 77240 Vert-Saint-Denis,77240,77495,Vert-Saint-Denis,POINT (2.631308 48.563436),defibrillateurs
34746,3,3 Avenue Paul Langevin 91130 Ris-Orangis,91130,91521,Ris-Orangis,POINT (2.398765 48.650183),defibrillateurs
34747,2bis,2bis Av du Mal de Lattre de Tassigny 94000 Créteil,94000,94028,Créteil,POINT (2.45877 48.795512),defibrillateurs
34748,1,1 Rue de la Bernache 77210 Samoreau,77210,77442,Samoreau,POINT (2.771257 48.423309),defibrillateurs
34749,118,118 Avenue Charles de Gaulle 91420 Morangis,91420,91432,Morangis,POINT (2.345496 48.70545),defibrillateurs
34750,95b,95b Avenue de Fontainebleau 77310 Pringy,77310,77378,Pringy,POINT (2.560459 48.522928),defibrillateurs
34751,11,11 Avenue de la Foulée 77100 Nanteuil-lès-Meaux,77100,77330,Nanteuil-lès-Meaux,POINT (2.879391 48.939208),defibrillateurs
34752,3,3 Avenue des Comtes de Champagne 77100 Meaux,77100,77284,Meaux,POINT (2.914649 48.956825),defibrillateurs
34753,138,138 Av de Villeneuve Saint Georges 94600 Choisy-le-Roi,94600,94022,Choisy-le-Roi,POINT (2.425522 48.757105),defibrillateurs
34754,7,7 Avenue de Sylvie 77500 Chelles,77500,77108,Chelles,POINT (2.593023 48.870268),defibrillateurs
34755,15,15 Rue Georges Hervier 94290 Villeneuve-le-Roi,94290,94077,Villeneuve-le-Roi,POINT (2.406158 48.733119),defibrillateurs
34756,4,4 Rue Voltaire 91000 Évry-Courcouronnes,91000,91228,Évry-Courcouronnes,POINT (2.435633 48.634775),defibrillateurs
34757,10,10 Rue Ernest Saron 77410 Claye-Souilly,77410,77118,Claye-Souilly,POINT (2.6669 48.951825),defibrillateurs
34758,3,3 Rue Marcel Pagnol 91800 Boussy-Saint-Antoine,91800,91097,Boussy-Saint-Antoine,POINT (2.528645 48.678483),defibrillateurs
34759,42,42 Rue du Professeur Paul Milliez 94500 Champigny-sur-Marne,94500,94017,Champigny-sur-Marne,POINT (2.53242 48.816241),defibrillateurs
34760,3,3 Avenue Georges Clémenceau 77000 Vaux-le-Pénil,77000,77487,Vaux-le-Pénil,POINT (2.678413 48.539965),defibrillateurs
34761,27,27 Rue Louis Armand 94190 Villeneuve-Saint-Georges,94190,94078,Villeneuve-Saint-Georges,POINT (2.447902 48.761441),defibrillateurs
34762,181,181 Route Nationale 19 94440 Santeny,94440,94070,Santeny,POINT (2.573854 48.714993),defibrillateurs
34763,24bis,24bis Rue Leon Jouhaux 77183 Croissy-Beaubourg,77183,77146,Croissy-Beaubourg,POINT (2.642499 48.828221),defibrillateurs
34764,100,100 Rue du 8 Mai 1945 77260 Reuil-en-Brie,77260,77388,Reuil-en-Brie,POINT (3.140925 48.955566),defibrillateurs
34766,1b,1b Boulevard de la Marne 77120 Coulommiers,77120,77131,Coulommiers,POINT (3.08706 48.803207),defibrillateurs
34767,5,5 Rue Galilée 77170 Brie-Comte-Robert,77170,77053,Brie-Comte-Robert,POINT (2.602988 48.701059),defibrillateurs
34768,4,4 Rue des Alouettes 94320 Thiais,94320,94073,Thiais,POINT (2.37161 48.752605),defibrillateurs
34769,32,32 Avenue de Newburn 94600 Choisy-le-Roi,94600,94022,Choisy-le-Roi,POINT (2.411795 48.754316),defibrillateurs
34770,2,2 Rue de la Plaine 91100 Villabé,91100,91659,Villabé,POINT (2.446071 48.587339),defibrillateurs
34875,2,Avenue Aimé Césaire,93500,93055,Pantin,POINT (2.401698 48.897077),defibrillateurs
34876,31,Rue Auger,93500,93055,Pantin,POINT (2.40002 48.892806),defibrillateurs
34877,52,Rue Rouget de Lisle,93500,93055,Pantin,POINT (2.413666 48.890069),defibrillateurs
34878,170,Avenue Jean Jaurès,93500,93055,Pantin,POINT (2.400034 48.910732),defibrillateurs
35013,2,Boulevard de l'Europe,91000,91228,EVRY-COURCOURONNES,POINT (2.4274774579333 48.629323314547),defibrillateurs
35048,3bis,Rue de Reims,94360,94015,Bry-sur-Marne,POINT (2.5251594581982 48.843570418062),defibrillateurs
35049,11,Avenue Georges Clémenceau,94360,94015,Bry-sur-Marne,POINT (2.524263 48.84042),defibrillateurs
35061,125,Avenue de Saint-Ouen,75017,75117,Paris,POINT (2.328227 48.895895),defibrillateurs
35062,6,Rue de la Remise Neuve,91700,91549,Sainte-Geneviève-des-Bois,POINT (2.347553 48.624453),defibrillateurs
35063,8,Avenue des Ternes,75017,75117,Paris,POINT (2.296267 48.878345),defibrillateurs
35068,20,Rue du Général de Gaulle,77200,77468,Torcy,POINT (2.6623800831463 48.835975966791),defibrillateurs
35069,,Rue de la Plaine 91100 Villabé,91100,91659,Villabé,POINT (2.446051 48.587375),defibrillateurs
35070,1,Rue du Chemin de Briis,91140,91661,Villebon-sur-Yvette,POINT (2.2524025695273 48.704615785436),defibrillateurs
35071,25,Avenue de Wagram,75017,75117,Paris,POINT (2.296554 48.876259),defibrillateurs
35072,53,Route de Longjumeau,91380,91161,Chilly-Mazarin,POINT (2.298569 48.707076),defibrillateurs
35130,23,18 Rue de la Fontaine au Roi,75011,75111,Paris,POINT (2.3705837504645 48.86856316217),defibrillateurs
35133,12c,4 routes de Lizy,77440,77120,Cocherel,POINT (3.1012612721539 49.022393423305),defibrillateurs
35139,462,462 Avenue du général de Gaulle,92140,92023,Clamart,POINT (2.2372663540539 48.780031454387),defibrillateurs
35140,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35141,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35142,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35143,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35144,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35145,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35146,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35147,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35148,18,11 chemin de St Leu,95820,95116,Bruyères-sur-Oise,POINT (2.3299882063926 49.158226226243),defibrillateurs
35167,110,avenue gabriel peri,94240,94038,L'Haÿ-les-Roses,POINT (2.3429911 48.7870752),defibrillateurs
35183,19,Rue Saint-Denis,93100,93048,Montreuil,POINT (2.459316 48.869824),defibrillateurs
35193,56,Points de vue,77127,77251,Lieusaint,POINT (2.5444065 48.6145544),defibrillateurs
35212,3,rue Colette Besson,91420,91432,MORANGIS,POINT (2.3387383157084 48.706790430998),defibrillateurs
35213,2,Place Lucien Boilleau,91420,91432,MORANGIS,POINT (2.335643520115 48.705848769634),defibrillateurs
35214,5,Rue du Docteur Jean Charcot,91420,91432,MORANGIS,POINT (2.3396720833696 48.696140842412),defibrillateurs
35220,4bis,Boulevard du General Gallieni,94360,94015,Bry-sur-Marne,POINT (2.522251 48.839842),defibrillateurs
35223,16,Rue de Wissous,91420,91432,MORANGIS,POINT (2.3364638513115 48.708100231414),defibrillateurs
35224,20,Rue de Wissous,91420,91432,MORANGIS,POINT (2.3370269920236 48.708510864524),defibrillateurs
35250,1,Avenue de Fouilleuse,92210,92064,Saint-Cloud,POINT (2.211693 48.861349),defibrillateurs
35275,164,Avenue Jean Jaures,93330,93050,Neuilly-sur-Marne,POINT (2.541278 48.860988),defibrillateurs
35278,17,Rue Anatole Hébert,92210,92064,Saint-Cloud,POINT (2.217282 48.841298),defibrillateurs
35281,8,Rue de Garches,92210,92064,Saint-Cloud,POINT (2.205714 48.843623),defibrillateurs
35286,60,Avenue Bernard Palissy,92210,92064,Saint-Cloud,POINT (2.222177 48.857277),defibrillateurs
35288,5,Rue René Weill,92210,92064,Saint-Cloud,POINT (2.210738 48.848184),defibrillateurs
35290,4,Rue Michel Salles,92210,92064,Saint-Cloud,POINT (2.213586 48.857049),defibrillateurs
35292,82,Boulevard Senard,92210,92064,Saint-Cloud,POINT (2.221252 48.857295),defibrillateurs
35293,2,N 19,77170,77450,Servon,POINT (2.576737 48.714043),defibrillateurs
35294,2,Résidence Parc de Béarn,92210,92064,Saint-Cloud,POINT (2.218764 48.847093),defibrillateurs
35296,360,Rue du Général Leclerc,95130,95252,Franconville,POINT (2.205124 48.989636),defibrillateurs
35299,14,Place Charles de Gaulle,92210,92064,Saint-Cloud,POINT (2.219556 48.843651),defibrillateurs
35392,2,Avenue des Villes Jumelées,92210,92064,Saint-Cloud,POINT (2.208402 48.848406),defibrillateurs
35398,19,Rue du Mont Valérien,92210,92064,Saint-Cloud,POINT (2.215556 48.853771),defibrillateurs
35401,5,Rue d’Orléans,92210,92064,Saint-Cloud,POINT (2.21899 48.840697),defibrillateurs
35402,5,Rue d’Orléans,92210,92064,Saint-Cloud,POINT (2.21899 48.840697),defibrillateurs
35493,48,avenue Gabriel Péri,91420,91432,MORANGIS,POINT (2.3274839875582 48.701980846913),defibrillateurs
35494,2,rue du général Leclerc,91420,91432,MORANGIS,POINT (2.3349723477086 48.706921412573),defibrillateurs
35495,101,avenue de la Cour de France,91420,91432,MORANGIS,POINT (2.3260033147344 48.697496949124),defibrillateurs
35496,101,avenue de la Cour de France,91420,91432,MORANGIS,POINT (2.3254027377818 48.696831292953),defibrillateurs
35497,4,avenue Charles de Gaulle,91420,91432,MORANGIS,POINT (2.3368605782551 48.70490709065),defibrillateurs
35498,12,avenue de la République,91420,91432,MORANGIS,POINT (2.3324366855242 48.705409936538),defibrillateurs
35499,34,rue des Hirondelles,91420,91432,MORANGIS,POINT (2.3257139674752 48.695839873828),defibrillateurs
35500,5,rue Colette Besson,91420,91432,MORANGIS,POINT (2.3398695978876 48.708213509848),defibrillateurs
35501,16,avenue Descartes,91420,91432,Morangis,POINT (2.3327397813506 48.697089766873),defibrillateurs
35502,35,rue de Savigny,91420,91432,MORANGIS,POINT (2.3354498807324 48.703363548641),defibrillateurs
35505,55,Route de Kermenguy,77120,77070,Chailly-en-Brie,POINT (3.1057100384988 48.794269994271),defibrillateurs
35516,2,Rue de l’Yser,92210,92064,Saint-Cloud,POINT (2.22208 48.853448),defibrillateurs
35878,8,Rue du Mont Valérien,92210,92064,Saint-Cloud,POINT (2.216413 48.852329),defibrillateurs
35879,6b,Avenue Francis Chaveton,92210,92064,Saint-Cloud,POINT (2.211344 48.859079),defibrillateurs
35881,17,Rue Marie Bonaparte,92210,92064,Saint-Cloud,POINT (2.212865 48.852982),defibrillateurs
35892,3,Rue du Docteur Nicoli,92210,92064,Saint-Cloud,POINT (2.221423 48.855557),defibrillateurs
35894,62,Avenue Bernard Palissy,92210,92064,Saint-Cloud,POINT (2.222578 48.857437),defibrillateurs
35897,3,place Martyrs de la Libération,95590,95504,PRESLES,POINT (2.2810741552686 49.110348881341),defibrillateurs
35899,18,Avenue de Longchamp,92210,92064,Saint-Cloud,POINT (2.220757 48.856815),defibrillateurs
35900,3bis,Rue d’Orléans,92210,92064,Saint-Cloud,POINT (2.218924 48.840278),defibrillateurs
35902,13,Place Charles de Gaulle,92210,92064,Saint-Cloud,POINT (2.219265 48.843718),defibrillateurs
35905,4,Rue des Ecoles,92210,92064,Saint-Cloud,POINT (2.21801 48.843078),defibrillateurs
35906,850,Quai du President Carnot,92210,92064,Saint-Cloud,POINT (2.223888 48.84922),defibrillateurs
35908,19,Rue de Buzenval,92210,92064,Saint-Cloud,POINT (2.210591 48.849501),defibrillateurs
35909,113,Avenue du Maréchal Foch,92210,92064,Saint-Cloud,POINT (2.204709 48.847961),defibrillateurs
35911,53,Rue des Tennerolles,92210,92064,Saint-Cloud,POINT (2.209033 48.846034),defibrillateurs
35913,60,Rue Gounod,92210,92064,Saint-Cloud,POINT (2.208286 48.842497),defibrillateurs
35958,2,Rue de la Butte du Moulin,77090,77121,Collégien,POINT (2.679619 48.828563),defibrillateurs
35964,5,Rue de l’Ancienne Sucrerie,77130,77305,Montereau-Fault-Yonne,POINT (2.957258 48.375566),defibrillateurs
35968,12,Rue Molière,94360,94015,Bry-sur-Marne,POINT (2.531725 48.837927),defibrillateurs
35969,15,Passage Paillot,94360,94015,Bry-sur-Marne,POINT (2.523151 48.837865),defibrillateurs
35970,37,Rue Aristide Briand,94360,94015,Bry-sur-Marne,POINT (2.517417 48.844083),defibrillateurs
36044,24,Boulevard Georges Michel,91100,91174,Corbeil-Essonnes,POINT (2.469425 48.607185),defibrillateurs
36133,7,Avenue du Val de Fontenay,94120,94033,Fontenay-sous-Bois,POINT (2.487291 48.85315),defibrillateurs
36156,54,Rue de la Charité,77210,77014,Avon,POINT (2.7179215050456 48.403620441518),defibrillateurs
36157,2,Rue de la Charité,77210,77014,Avon,POINT (2.7188308864396 48.401067085719),defibrillateurs
36169,3,Rue des Taufiers,77820,77100,Le Châtelet-en-Brie,POINT (2.8103156089782 48.522792816162),defibrillateurs
36174,6,rue des Taufiers,77820,77100,LE CHATELET EN BRIE,POINT (2.8103156089782 48.522792816162),defibrillateurs
36190,1,rue Colette Besson,91420,91432,MORANGIS,POINT (2.3392316467766 48.706149678376),defibrillateurs
36201,16,Allee du Donjon,93160,93051,Noisy-le-Grand,POINT (2.555597 48.832199),defibrillateurs
36205,42,Rue d’Anjou,75008,75108,Paris,POINT (2.322151 48.872351),defibrillateurs
36207,5,Route de Conflans,95480,95488,Pierrelaye,POINT (2.142743 49.021112),defibrillateurs
36210,52,Avenue Galliéni,93140,93010,Bondy,POINT (2.476623 48.905147),defibrillateurs
36212,15,Avenue de la Voulzie,77160,77379,Provins,POINT (3.293533 48.548584),defibrillateurs
36214,16,Rue d’Emery,77184,77169,Émerainville,POINT (2.622058 48.811756),defibrillateurs
36217,2,Rue de la Basse Quinte,94000,94028,Créteil,POINT (2.44111 48.774942),defibrillateurs
36291,2,rue Kléber,92300,92044,LEVALLOIS-PERRET,POINT (2.2783067049134 48.891868884362),defibrillateurs
36292,2,rue Kléber,92300,92044,LEVALLOIS-PERRET,POINT (2.2783067049134 48.891868884362),defibrillateurs
36293,2,rue Kléber,92300,92044,LEVALLOIS-PERRET,POINT (2.2783067049134 48.891868884362),defibrillateurs
36294,2,rue Kléber,92300,92044,LEVALLOIS-PERRET,POINT (2.2783067049134 48.891868884362),defibrillateurs
36295,2,rue Kléber,92300,92044,LEVALLOIS-PERRET,POINT (2.2783067049134 48.891868884362),defibrillateurs
36296,2,rue Kléber,92300,92044,LEVALLOIS-PERRET,POINT (2.2783067049134 48.891868884362),defibrillateurs
36365,113,Rue Saint-Lazare,75008,75108,Paris,POINT (2.325961 48.875353),defibrillateurs
36375,2,Voie D/9,75009,75109,Paris,POINT (2.3340184763304 48.882815677827),defibrillateurs
36376,1,Avenue Brimborion,92310,92072,Sèvres,POINT (2.22912 48.82386),defibrillateurs
36414,50,Route du Pave des Gardes,92310,92072,Sèvres,POINT (2.209434 48.811435),defibrillateurs
36425,201,Boulevard de Davout,75020,,PARIS,POINT (2.408743698232 48.86272491653),defibrillateurs
36426,21-27,Avenue de la porte d'Italie,75013,,PARIS,POINT (2.3604765532136 48.816916920099),defibrillateurs
36427,11,Avenue du Val de Fontenay,94120,,Fontenay-sous-Bois,POINT (2.4873242693966 48.853922685685),defibrillateurs
36445,2,rue du Fort Manoir,78320,78397,LE MESNIL-SAINT-DENIS,POINT (1.972211 48.740509),defibrillateurs
36446,184,avenue Morane Saulnier,78530,78117,BUC,POINT (2.11728 48.766625),defibrillateurs
36451,26,rue d'Assas,75006,75106,Paris,POINT (2.3291011443172 48.848154797503),defibrillateurs
36459,22,Route de Gallardon,92310,92072,Sèvres,POINT (2.206800870172 48.811609605787),defibrillateurs
36461,15,route de Gallardon,92310,92072,SEVRES,POINT (2.2061232624779 48.810877085298),defibrillateurs
36462,64,Rue des Binelles,92310,92072,Sèvres,POINT (2.2119079033723 48.823370597674),defibrillateurs
36463,64 bis,Rue des Binelles,92310,92072,Sèvres,POINT (2.2123146852683 48.823057244998),defibrillateurs
36467,64 bis,Rue des Binelles,92310,92072,Sèvres,POINT (2.2121814204614 48.823015850396),defibrillateurs
36469,19,AVANUE DES ENTREPRENEURS,95400,,VILLIERS LE BEL,POINT (2.3977613154947 48.994779691357),defibrillateurs
36473,19 AVENUE DES ENTREPRENEURS,,95400,95680,Villiers-le-Bel,POINT (2.396353297394 49.016477143457),defibrillateurs
36474,19 AVENUE DES ENTREPRENEURS,,95400,95680,Villiers-le-Bel,POINT (2.3962232391797 49.016363888485),defibrillateurs
36496,2,Chemin de Brie,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.50339 48.619181),defibrillateurs
36497,3,Place du Chateau,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.488383 48.620622),defibrillateurs
36499,2,Route de Lieusaint,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.488133 48.620675),defibrillateurs
36500,74,Avenue Guillaume Apollinaire,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.499027 48.623381),defibrillateurs
36501,2,Chemin de Brie,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.50339 48.619181),defibrillateurs
36502,1,Place Victor Hugo,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.491119 48.621949),defibrillateurs
36503,1,place Victor Hugo,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.491119 48.621949),defibrillateurs
36573,,chemin des griets,77169,77042,Boissy-le-Châtel,POINT (3.134986975643 48.828141057212),defibrillateurs
36597,22,Avenue Maurice Chevalier,77330,77350,Ozoir-la-Ferrière,POINT (2.684425 48.766904),defibrillateurs
36599,8,Rue Lavoisier,77330,77350,Ozoir-la-Ferrière,POINT (2.6822492292982 48.767705928862),defibrillateurs
36600,8,Rue Lavoisier,77330,77350,Ozoir-la-Ferrière,POINT (2.6818459397213 48.767751264709),defibrillateurs
36613,54,-56 rue Pascal,75013,75113,PARIS,POINT (2.3473574430526 48.834217052426),defibrillateurs
36614,20,rue Leblanc,75015,75115,Paris,POINT (2.2753211500381 48.838587623985),defibrillateurs
36615,123,Boulevard de Port Royal,75014,75114,Paris,POINT (2.3373132928506 48.838569816797),defibrillateurs
36616,4,parvis Corentin Celton,92130,92040,Issy-les-Moulineaux,POINT (2.2786175260832 48.828196110519),defibrillateurs
36675,41,rue le Corbusier,94000,94028,Créteil,POINT (2.4685755387988 48.763914420033),defibrillateurs
36741,15,avenue de Rebais,77260,77183,LA FERTÉ-SOUS-JOUARRE,POINT (3.1299540023071 48.938062566634),defibrillateurs
36742,15,avenue de Rebais,77260,77183,LA FERTÉ-SOUS-JOUARRE,POINT (3.1299540023071 48.938062566634),defibrillateurs
36747,26,rue Godefroy,92800,92062,PUTEAUX,POINT (2.242446 48.881518),defibrillateurs
36748,2,Rue Victor Hugo,92310,92072,Sèvres,POINT (2.21415 48.824485),defibrillateurs
36753,4,Rue Victor Hugo,92310,92072,Sèvres,POINT (2.214683 48.824316),defibrillateurs
36757,2,Avenue Leon Journault,92310,92072,Sèvres,POINT (2.2153988433838 48.824351972521),defibrillateurs
36768,3,Rue de la Mairie,95420,95046,Banthelu,POINT (1.814316 49.12599),defibrillateurs
36769,2,Place de la Mairie,77130,77194,Forges,POINT (2.9611764600156 48.419298852631),defibrillateurs
36777,38,Allee du Plateau,93250,93077,Villemomble,POINT (2.503284 48.880439),defibrillateurs
36783,612,rue ampere,77550,77296,Moissy-Cramayel,POINT (2.593885 48.626775),defibrillateurs
36790,2,Rond Point de l’Europe,92250,92035,La Garenne-Colombes,POINT (2.255544 48.90525),defibrillateurs
36792,6,Rue Jean Moulin,95470,95580,Saint-Witz,POINT (2.553349 49.089689),defibrillateurs
36800,11,PLACE EMILE GOUDEAU ,75018,75118,Paris,POINT (2.33781 48.885975),defibrillateurs
36809,285 ,Rue Lecourbe,75015,75115,paris,POINT (2.288061 48.838185),defibrillateurs
36813,62b,Avenue de Valvins,77210,77014,Avon,POINT (2.739229 48.423194),defibrillateurs
36860,2,place de l’Equerre,94150,94065,RUNGIS,POINT (2.3551281534015 48.749200665417),defibrillateurs
36868,14,rue de Paris,95500,95088,BONNEUIL-EN-FRANCE,POINT (2.4283953399024 48.975678002119),defibrillateurs
36877,12,rue de la Visitation,77100,77284,Meaux,POINT (2.884407 48.964945),defibrillateurs
36887,27,Rue du Docteur Schweitzer,94260,94034,FRESNES,POINT (2.315369411074 48.763233378139),defibrillateurs
36891,17,Rue de l’Assomption,75016,75116,Paris,POINT (2.2734696972301 48.853484391755),defibrillateurs
36907,74,rue de la Victoire,75009,75109,PARIS,POINT (2.3330453 48.8753041),defibrillateurs
36908,74,rue de la Victoire,75009,75109,PARIS,POINT (2.3330453 48.8753041),defibrillateurs
36920,313,Terrasses de l'Arche,92000,92050,NANTERRE,POINT (2.2261047 48.8961236),defibrillateurs
36921,313,Terrasses de l'Arche,92000,92050,NANTERRE,POINT (2.2261047 48.8961236),defibrillateurs
36934,1,Rue du Grand Puits,95380,95675,Villeron,POINT (2.5272544545757 49.062928022718),defibrillateurs
36949,14,rue Antoinette Vernes,78120,78517,Rambouillet,POINT (1.8234212398529 48.652938842773),defibrillateurs
36966,9,Rue Bouillon Lagrange,91530,91540,Saint-Chéron,POINT (2.123536 48.55468),defibrillateurs
36967,6,Rue des Ecoles,91530,91540,Saint-Chéron,POINT (2.125077 48.554974),defibrillateurs
36968,1,Route d’Etampes,91530,91540,Saint-Chéron,POINT (2.124087 48.550017),defibrillateurs
36969,55,Rue Charles de Gaulle,91530,91540,Saint-Chéron,POINT (2.121745 48.553376),defibrillateurs
36970,8,Rue des Ecoles,91530,91540,Saint-Chéron,POINT (2.125077 48.554974),defibrillateurs
36971,18,Route d’Etampes,91530,91540,Saint-Chéron,POINT (2.124418 48.549313),defibrillateurs
36978,,,,,,POINT (2.4915191213979 48.839174757072),defibrillateurs
36979,,,,,,POINT (2.4798522941659 48.836548135085),defibrillateurs
36980,,,,,,POINT (2.4931574886939 48.840009171437),defibrillateurs
36981,,,,,,POINT (2.4793163625747 48.838605002711),defibrillateurs
36982,,,,,,POINT (2.4858542570732 48.838701401076),defibrillateurs
36983,,,,,,POINT (2.4736441357071 48.835773041105),defibrillateurs
36984,,,,,,POINT (2.4933833257962 48.845868388408),defibrillateurs
36985,,,,,,POINT (2.4876129180569 48.837202859404),defibrillateurs
36986,,,,,,POINT (2.4849481917936 48.840385967388),defibrillateurs
36987,,,,,,POINT (2.4888116315403 48.837776056993),defibrillateurs
36988,,,,,,POINT (2.4868207824425 48.838952509459),defibrillateurs
36989,,,,,,POINT (2.4762370654585 48.832210505675),defibrillateurs
36990,,,,,,POINT (2.4818876095346 48.83595002926),defibrillateurs
36991,,,,,,POINT (2.4824016942312 48.840028514211),defibrillateurs
36992,,,,,,POINT (2.4902692888617 48.835604889167),defibrillateurs
36993,,,,,,POINT (2.4737671635896 48.83667957075),defibrillateurs
36994,,,,,,POINT (2.4861653719094 48.839056557909),defibrillateurs
36995,,,,,,POINT (2.481485287079 48.835216688461),defibrillateurs
36996,,,,,,POINT (2.4820840863852 48.839357565374),defibrillateurs
36997,,,,,,POINT (2.484742149969 48.83286032673),defibrillateurs
36998,,,,,,POINT (2.4738242822078 48.836355304966),defibrillateurs
36999,,,,,,POINT (2.4835440579354 48.83829549231),defibrillateurs
37000,,,,,,POINT (2.4753817620306 48.839560093669),defibrillateurs
37001,,,,,,POINT (2.4825710077163 48.834426081801),defibrillateurs
37002,,,,,,POINT (2.4890292230405 48.832270036115),defibrillateurs
37003,,,,,,POINT (2.4738559505832 48.835823169868),defibrillateurs
37004,,,,,,POINT (2.4857386178646 48.840872272134),defibrillateurs
37005,,,,,,POINT (2.4870073919495 48.832160371602),defibrillateurs
37006,,,,,,POINT (2.4931066951746 48.840615192609),defibrillateurs
37025,2,rue Ernest Renan,94200,94041,IVRY-SUR-SEINE,POINT (2.3973768281355 48.811805887419),defibrillateurs
37026,2,rue Ernest Renan,94200,94041,IVRY-SUR-SEINE,POINT (2.3973765828135 48.811805887419),defibrillateurs
37030,54,Grande Rue,92310,92072,Sèvres,POINT (2.2123629764264 48.824654204876),defibrillateurs
37047,16,RUE JEAN MERMOZ Z.A.C DE LA FEUCHERE,77290,,Compans,POINT (2.6504980809555 48.992253093462),defibrillateurs
37052,1,Rue de l’Eglise,92310,92072,Sèvres,POINT (2.2105522804468 48.82388558428),defibrillateurs
37054,12,Rue du Colombier,94360,94015,Bry-sur-Marne,POINT (2.522574 48.838432),defibrillateurs
37055,14,Rue des Caves du Roi,92310,92072,Sèvres,POINT (2.2092610506866 48.824360828577),defibrillateurs
37057,8,Rue de Ville d’Avray,92310,92072,Sèvres,POINT (2.2084755684679 48.824471017941),defibrillateurs
37063,32,Avenue de la Baltique,91140,91661,Villebon-sur-Yvette,POINT (2.20764 48.68545),defibrillateurs
37077,42,rue du Président Wilson,78230,78481,Le Pecq,POINT (2.1144028715842 48.888846938985),defibrillateurs
37080,12,rue Cassette,75006,75106,Paris,POINT (2.3303724434211 48.849863012848),defibrillateurs
37081,21,rue d'Assas,75006,75106,Paris,POINT (2.3297020888958 48.848049246945),defibrillateurs
37082,3,rue de l'Abbaye,75006,75106,Paris,POINT (2.3354778941465 48.853923938391),defibrillateurs
37128,11,Rue de la Cavée,77500,77108,Chelles,POINT (2.591981 48.889347),defibrillateurs
37144,11,avenue Jean Jaurès,92220,92007,BAGNEUX,POINT (2.3062305271906 48.809255246455),defibrillateurs
37268,1,Centre Cial la Maison Neuve,91220,91103,Brétigny-sur-Orge,POINT (2.303536 48.585648),defibrillateurs
37273,21,Avenue de la Fontaine du Berger,77230,77420,Saint-Mard,POINT (2.683262 49.034875),defibrillateurs
37285,205,rue Carnot,94120,94033,FONTENAY-SOUS-BOIS,POINT (2.4917443110779 48.853692867551),defibrillateurs
37286,205,rue Carnot,94120,94033,FONTENAY-SOUS-BOIS,POINT (2.4917117265213 48.853624404762),defibrillateurs
