,numero_hab,rue,code_postal,insee,commune,geometry,type
19842,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19843,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19844,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19845,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19846,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19847,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19848,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19849,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19850,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19851,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19852,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19853,8,8 Place de l'Hotel de Ville 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.4006899 48.9716935),defibrillateurs
19868,17,17 Rue Clément Marot 75008 Paris,75008,75108,Paris,POINT (2.302856 48.8678092),defibrillateurs
19874,9,Rue Auguste Comte,75006,75106,Paris,POINT (2.336267460637 48.844012652149),defibrillateurs
19877,37,Place Notre-dame,95300,95500,Pontoise,POINT (2.0921997541481 49.049445822187),defibrillateurs
19889,70,70 Quai de la Seine 75019 Paris,75019,75119,Paris,POINT (2.3784733 48.8882985),defibrillateurs
19898,67,67 Avenue de Fontainebleau 94270 Le Kremlin-Bicêtre,94270,94043,Le Kremlin-Bicêtre,POINT (2.3622237 48.8113206),defibrillateurs
19901,3,3 Avenue Desfeux 92100 Boulogne-Billancourt,92100,92012,Boulogne-Billancourt,POINT (2.2413239 48.8324587),defibrillateurs
19931,12,12 Rue Louis Rouquier 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2829388 48.8888081),defibrillateurs
19932,12,12 Rue Louis Rouquier 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2829388 48.8888081),defibrillateurs
19933,42,42 Rue Cambronne 75015 Paris,75015,75115,Paris,POINT (2.3016469 48.8450997),defibrillateurs
19950,3,3 Rue de la Paix 75002 Paris,75002,75102,Paris,POINT (2.3304264 48.8686991),defibrillateurs
19951,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19952,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19953,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19954,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19955,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19956,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19957,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19958,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19959,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19960,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19961,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19962,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19963,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19964,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19965,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19966,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19967,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19968,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
19969,51,51 Rue du Château 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.247531 49.019157),defibrillateurs
20006,44,44 Rue Philippe Triaire 92000 Nanterre,92000,92050,Nanterre,POINT (2.2072796 48.8853443),defibrillateurs
20007,131,131 Avenue de Choisy 75013 Paris,75013,75113,Paris,POINT (2.3593258 48.8266742),defibrillateurs
20013,34,34 Le Petit Fossard 77130 Varennes-sur-Seine,77130,77482,Varennes-sur-Seine,POINT (2.9545946 48.3658676),defibrillateurs
20024,140,140 Boulevard Ney 75018 Paris,75018,75118,Paris,POINT (2.3379222 48.8980361),defibrillateurs
20026,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20027,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20028,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20029,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20030,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20031,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20032,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20033,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20034,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20035,54,54 Quai Michelet 92300 Levallois-Perret,92300,92044,Levallois-Perret,POINT (2.2849342 48.9007319),defibrillateurs
20037,9,9 Rue des Cressonnières 95500 Gonesse,95500,95277,Gonesse,POINT (2.4535138 48.9874496),defibrillateurs
20039,6,6 Rue Lucien Sergent 78000 Versailles,78000,78646,Versailles,POINT (2.1007845 48.796967),defibrillateurs
20040,23,23 Rue Jean Bologne 75016 Paris,75016,75116,Paris,POINT (2.2797076 48.8575371),defibrillateurs
20048,1,1 Rue des Gaudines 78100 Saint-Germain-en-Laye,78100,78551,Saint-Germain-en-Laye,POINT (2.0727077 48.8936412),defibrillateurs
20050,37,37 Boulevard de la Chapelle 75010 Paris,75010,75110,Paris,POINT (2.3588158 48.8841961),defibrillateurs
20051,23,23 Rue Boyer 75020 Paris,75020,75120,Paris,POINT (2.39198 48.868528),defibrillateurs
20081,118 bis,Avenue Charles de Gaulle,92200,92051,Neuilly-sur-Seine,POINT (2.2673817773113 48.882753928913),defibrillateurs
20082,118 bis,Avenue Charles de Gaulle,92200,92051,Neuilly-sur-Seine,POINT (2.2673844610541 48.882749516826),defibrillateurs
20083,118 bis,Avenue Charles de Gaulle,92200,92051,Neuilly-sur-Seine,POINT (2.2673809052916 48.882750055005),defibrillateurs
20096,85,Rue Marc Seguin,77190,77152,Dammarie-les-Lys,POINT (2.6104767521525 48.511551507461),defibrillateurs
20097,61,Rue MARC SEGUIN,77190,77152,Dammarie-les-Lys,POINT (2.6109678162164 48.510393663066),defibrillateurs
20106,17,Avenue des Diablots,,95563,Saint-Leu-la-Forêt,POINT (2.2372131795536 49.010581686005),defibrillateurs
20107,20,BLV ANDRE BREMONT,,95563,Saint-Leu-la-Forêt,POINT (2.2487154754003 49.00348193739),defibrillateurs
20108,11,Avenue des Diablots,,95563,Saint-Leu-la-Forêt,POINT (2.2380632344603 49.009455610703),defibrillateurs
20109,146,Rue du Château,,95563,Saint-Leu-la-Forêt,POINT (2.2526075458221 49.023014518589),defibrillateurs
20113,8,PLACE DU MARECHAL FOCH,95320,95563,Saint-Leu-la-Forêt,POINT (2.2430073262144 49.019914478316),defibrillateurs
20114,2 ter,RUE DU GENERAL LECLERC,95320,95563,Saint-Leu-la-Forêt,POINT (2.245756354383 49.01722970924),defibrillateurs
20115,25,Avenue de la Gare,95320,95563,Saint-Leu-la-Forêt,POINT (2.2445452116153 49.017069813949),defibrillateurs
20116,7 bis,Rue de la Mairie,92320,92020,Châtillon,POINT (2.2887969705195 48.800299673772),defibrillateurs
20117,1,Rue de Bagneux,92320,92020,Châtillon,POINT (2.2897460772594 48.799723068882),defibrillateurs
20118,79 ,rue Pierre SEMARD,92320,92020,Châtillon,POINT (2.2963815695301 48.805359396691),defibrillateurs
20120,17,Rue de la Gare,92320,92020,Châtillon,POINT (2.2905771467362 48.801403010666),defibrillateurs
20160,121,Boulevard Raspail,75006,75106,Paris,POINT (2.3287827465505 48.845355231482),defibrillateurs
20180,113,Avenue de France,75013,75113,Paris,POINT (2.3768223715438 48.830315111194),defibrillateurs
20181,11,Cour de l'Église,91530,91540,Saint-Chéron,POINT (2.1236353620532 48.553669753277),defibrillateurs
20182,12,Sente des Vignes,91530,91540,Saint-Chéron,POINT (2.1259963125457 48.556432546011),defibrillateurs
20183,7,Rue Bouillon Lagrange,91530,91540,Saint-Chéron,POINT (2.1237450504108 48.554621135685),defibrillateurs
20184,1,Place Ciceri,91530,91540,Saint-Chéron,POINT (2.1254612457872 48.553430178746),defibrillateurs
20185,8,Rue du Vieux Châtre,91530,91540,Saint-Chéron,POINT (2.1228193101213 48.546845830662),defibrillateurs
20195,1,Allée de Chantereine,78711,78362,Mantes-la-Ville,POINT (1.7217680313535 48.978265323164),defibrillateurs
20198,1,Avenue du Général de Gaulle,94000,94028,Créteil,POINT (2.4562602739359 48.779262745209),defibrillateurs
20202,2,RUE DU GENERAL LECLERC,95320,95563,Saint-Leu-la-Forêt,POINT (2.2440042439409 49.018945629737),defibrillateurs
20204,1,RUE DU GENERAL LECLERC,95320,95563,Saint-Leu-la-Forêt,POINT (2.2434725044877 49.019122896387),defibrillateurs
20206,46,Rue du Général Leclerc,95320,95563,Saint-Leu-la-Forêt,POINT (2.2445293764455 49.018579029141),defibrillateurs
20208,46,Rue des Ecoles,95320,95563,Saint-Leu-la-Forêt,POINT (2.2445971118531 49.018677275415),defibrillateurs
20209,3,Rue des Fontenelles,95320,95563,Saint-Leu-la-Forêt,POINT (2.2434477093998 49.010268978198),defibrillateurs
20210,4,RUE DE L'EGLISE,95320,95563,Saint-Leu-la-Forêt,POINT (2.2454425866392 49.018077684795),defibrillateurs
20211,23,Rue Etienne Deforges,92320,92020,Châtillon,POINT (2.2961356715658 48.805559578613),defibrillateurs
20212,11,Rue de Bagneux,92320,92020,Châtillon,POINT (2.291073881065 48.799433455114),defibrillateurs
20213,2,Rue Lasègue,92320,92020,Châtillon,POINT (2.2864774472406 48.800986273411),defibrillateurs
20215,21,Rue Gabriel Péri,92320,92020,Châtillon,POINT (2.2876273389802 48.80189365585),defibrillateurs
20216,3,Rue George Sand,92320,92020,Châtillon,POINT (2.2854357384729 48.810250073997),defibrillateurs
20217,10,Rue de Cernay,78720,78590,Senlisse,POINT (1.9812147432591 48.687500003414),defibrillateurs
20218,1,Rue du Vieux Châtre,91530,91540,Saint-Chéron,POINT (2.124027328005 48.546800959744),defibrillateurs
20249,7,Chemin du Breuil,91480,91631,Varennes-Jarcy,POINT (2.5584190796252 48.676801573914),defibrillateurs
20250,4,Rue de Brie,91480,91631,Varennes-Jarcy,POINT (2.5609208837312 48.679390461129),defibrillateurs
20251,4,Chemin des Auffrais,91480,91631,Varennes-Jarcy,POINT (2.5609234432864 48.677183805424),defibrillateurs
20252,3,Place Aristide Briand,91480,91631,Varennes-Jarcy,POINT (2.5608108340733 48.67899260673),defibrillateurs
20294,13,CENTRE COMMERCIAL CC CHEMIN DEPARTEMENTAL 110,78200,78118,Buchelay,POINT (1.6842636559055 48.980400883772),defibrillateurs
20295,13,CENTRE COMMERCIAL CC CHEMIN DEPARTEMENTAL 110,78200,78118,Buchelay,POINT (1.6842636559055 48.980400883772),defibrillateurs
20934,71,Rue Jean Marin Naudin,92220,92007,Bagneux,POINT (2.319155901036 48.806514041393),defibrillateurs
21084,58,Rue du Closeau,77760,77001,Achères-la-Forêt,POINT (2.56459 48.348228),defibrillateurs
21087,102,Rue Désiré Thoison,77130,77061,Cannes-Écluse,POINT (2.9848 48.36465),defibrillateurs
21089,17,Rue du stade,77130,77279,Marolles-sur-Seine,POINT (3.03191441 48.38300253),defibrillateurs
21095,,route de l'Hermitage,77300,77186,Fontainebleau,POINT (2.68293164 48.40386292),defibrillateurs
21100,6,rue du Port de Valvins,77210,77014,Avon,POINT (2.74389595 48.4254286),defibrillateurs
21101,6,rue du Port de Valvins,77210,77014,Avon,POINT (2.74389595 48.4254286),defibrillateurs
21102,6,rue du Port de Valvins,77210,77014,Avon,POINT (2.74389595 48.4254286),defibrillateurs
21103,1,rue du Port de Valvins,77210,77014,Avon,POINT (2.74336284 48.42583962),defibrillateurs
21104,7,AVENUE CHARLES DE GAULLE,91150,91223,Étampes,POINT (2.15696 48.42789),defibrillateurs
21105,21,Chemin du Bas Canal,91150,91223,Étampes,POINT (2.1638348 48.4298975),defibrillateurs
21106,94,Grande Rue,91490,91408,Moigny-sur-École,POINT (2.4583 48.430561),defibrillateurs
21107,106,Avenue des Meuniers,91150,91223,Étampes,POINT (2.14693 48.439308),defibrillateurs
21112,22,ROUTE DE MELUN,77930,77065,Cély,POINT (2.5360791 48.4642247),defibrillateurs
21113,15,rue de la Croix Bussière,91840,91599,Soisy-sur-École,POINT (2.49664 48.47599),defibrillateurs
21115,,route nationale,91590,91129,Cerny,POINT (2.319255 48.481627),defibrillateurs
21118,32,rue du Lavoir,77820,77165,Les Écrennes,POINT (2.85961 48.50423),defibrillateurs
21122,1 bis,rue de Provence,91850,91095,Bouray-sur-Juine,POINT (2.300414 48.515447),defibrillateurs
21124,9,RUE ALBERT MOREAU,77000,77288,Melun,POINT (2.65197 48.5287099),defibrillateurs
21129,1,Avenue de la Zibeline,77240,77067,Cesson,POINT (2.59404 48.54797),defibrillateurs
21131,1,1bis avenue de la voulzie,77160,77379,Provins,POINT (3.29769 48.55213),defibrillateurs
21133,34 bis,Route de Bray sur Seine,77160,77379,Provins,POINT (3.28719 48.55548),defibrillateurs
21134,34 bis,Route de Bray sur Seine,77160,77379,Provins,POINT (3.28719 48.55548),defibrillateurs
21135,34 bis,Route de Bray sur Seine,77160,77379,Provins,POINT (3.28719 48.55548),defibrillateurs
21139,45,Centre Commercial des Terrasses,91830,91179,Le Coudray-Montceaux,POINT (2.4855 48.565708),defibrillateurs
21143,204,Boulevard John KENNEDY,91100,91174,Corbeil-Essonnes,POINT (2.47593 48.57831),defibrillateurs
21145,1 q,rue du château,91470,91017,Angervilliers,POINT (2.064732 48.591722),defibrillateurs
21146,10 ter,rue des Vignes,91680,91115,Bruyères-le-Châtel,POINT (2.19332 48.59274),defibrillateurs
21148,2,route de la roche,91340,91461,Ollainville,POINT (2.2298236 48.5969017),defibrillateurs
21149,6,allée des Irlandais,91220,91103,Brétigny-sur-Orge,POINT (2.308854 48.599283),defibrillateurs
21150,31,rue EdouardDanaux,91220,91103,Brétigny-sur-Orge,POINT (2.292621 48.602023),defibrillateurs
21153,6,rue de Verdun,91220,91103,Brétigny-sur-Orge,POINT (2.307964 48.60674),defibrillateurs
21155,70,rue Albert CAMUS,91220,91103,Brétigny-sur-Orge,POINT (2.319171 48.609332),defibrillateurs
21156,11,rue Henry Douard,91220,91494,Le Plessis-Pâté,POINT (2.316797 48.611014),defibrillateurs
21157,3,PLACE HENRI BARBUSSE,91100,91174,Corbeil-Essonnes,POINT (2.47426 48.61378),defibrillateurs
21159,610,rue du Général Leclerc,91640,91111,Briis-sous-Forges,POINT (2.124984 48.618018),defibrillateurs
21160,2,Avenue Pierre Bérégovoy,91080,91228,Évry-Courcouronnes,POINT (2.41147 48.618832),defibrillateurs
21162,615,rue de la Fontaine de Ville,91640,91111,Briis-sous-Forges,POINT (2.126404 48.619366),defibrillateurs
21165,6,Place des Copains d'Abord,91080,91228,Évry-Courcouronnes,POINT (2.41806 48.62838),defibrillateurs
21173,17,Rue Jean Charcot,91170,91687,Viry-Châtillon,POINT (2.3651 48.65881),defibrillateurs
21175,58,Avenue de l'Acqueduc,91170,91687,Viry-Châtillon,POINT (2.36722 48.666222),defibrillateurs
21176,1,2 CHEMIN DES TOURELLES,91360,91216,Épinay-sur-Orge,POINT (2.33304 48.668852),defibrillateurs
21178,8,rue de Combs la Ville,91480,91514,Quincy-sous-Sénart,POINT (2.540073 48.670982),defibrillateurs
21179,11,Impasse Francoeur,91170,91687,Viry-Châtillon,POINT (2.38219 48.672939),defibrillateurs
21180,5,ROUTE DE MONTHLERY,91160,91587,Saulx-les-Chartreux,POINT (2.26764 48.67973),defibrillateurs
21182,52,Domaine de Villejust,91140,91666,Villejust,POINT (2.23863 48.68277),defibrillateurs
21184,5,5 Avenue Charles de Gaulle 91800 Boussy-Saint-Antoine,91800,91097,Boussy-Saint-Antoine,POINT (2.53136 48.68426),defibrillateurs
21185,17,RUE DES GLAISES,91800,91097,Boussy-Saint-Antoine,POINT (2.5335 48.684544),defibrillateurs
21187,20bis,Rue Léontine Sohier,91160,91345,Longjumeau,POINT (2.2989284975394 48.692770953493),defibrillateurs
21188,,COUR DE LA FERME - COURS NEUENHAUS,91800,91097,Boussy-Saint-Antoine,POINT (2.52904 48.687859),defibrillateurs
21190,2,allée des Prés,91440,91122,Bures-sur-Yvette,POINT (2.15123 48.68949),defibrillateurs
21191,15,Rue Las Rozas De Madrid,91140,91661,Villebon-sur-Yvette,POINT (2.22919 48.695938),defibrillateurs
21192,15,Rue Las Rozas De Madrid,91140,91661,Villebon-sur-Yvette,POINT (2.22919 48.695938),defibrillateurs
21193,3,rue Philisbourg,91800,91114,Brunoy,POINT (2.505473 48.697557),defibrillateurs
21194,1,rue de Philisbourg,91800,91114,Brunoy,POINT (2.505156 48.697938),defibrillateurs
21195,17,avenue de la République,91800,91114,Brunoy,POINT (2.505767 48.699068),defibrillateurs
21197,19,rue du Réveillon,91800,91114,Brunoy,POINT (2.500511 48.699817),defibrillateurs
21199,19,rue de l'Ile de France,91860,91215,Épinay-sous-Sénart,POINT (2.523527 48.701253),defibrillateurs
21201,,place Pierre Mendès-France,91200,91027,Athis-Mons,POINT (2.36213 48.703537),defibrillateurs
21203,2,rue du trou Mahet,91160,91136,Champlan,POINT (2.269966 48.708778),defibrillateurs
21204,2,avenue Jean Jaurès,91560,91191,Crosne,POINT (2.458955 48.715069),defibrillateurs
21205,2,rue de Schätten,91560,91191,Crosne,POINT (2.460677 48.716129),defibrillateurs
21206,9,avenue Salvador Allende,91560,91191,Crosne,POINT (2.474947 48.719933),defibrillateurs
21209,,rue Léon Jouhaux,91560,91191,Crosne,POINT (2.470451 48.723683),defibrillateurs
21210,25,AVENUE CARNOT,91300,91377,Massy,POINT (2.26301 48.72651),defibrillateurs
21211,20,rue de Vilgénis,91300,91377,Massy,POINT (2.24899 48.73006),defibrillateurs
21213,1,Avenue du Noyer Lambert,91300,91377,Massy,POINT (2.29076 48.73114),defibrillateurs
21214,1,Avenue du Noyer Lambert,91300,91377,Massy,POINT (2.29076 48.73114),defibrillateurs
21216,2,Rue Georges Mandel,91300,91377,Massy,POINT (2.25448 48.735611),defibrillateurs
21217,2,Rue Georges Mandel,91300,91377,Massy,POINT (2.25448 48.735611),defibrillateurs
21218,,RUE LOUIS ARMAND - ZI DU CLOSEAU 2 A 4,77220,77470,Tournan-en-Brie,POINT (2.782045 48.736519),defibrillateurs
21219,8,ROUTE DE LEVIS ST NOM,78320,78397,Le Mesnil-Saint-Denis,POINT (1.959 48.73756),defibrillateurs
21220,20,Rue Raymond Berrurier,78320,78397,Le Mesnil-Saint-Denis,POINT (1.96265 48.743),defibrillateurs
21221,2,Rue des Moissonneurs,78320,78397,Le Mesnil-Saint-Denis,POINT (1.96169 48.74799),defibrillateurs
21222,2,Rue des Moissonneurs,78320,78397,Le Mesnil-Saint-Denis,POINT (1.96169 48.74799),defibrillateurs
